,TV,Radio,Social Media,Influencer,Sales,ROI
856,14.0,5.24203637,1.379918092,Mega,49.39806523,0.41746482106096855
857,22.0,16.10246464,4.881430652,Mega,74.81459598,0.5745388948366542
858,12.0,8.270664197,1.837365198,Micro,43.64177876,0.5065794755199846
859,60.0,23.6001629,1.991318497,Micro,209.3217765,0.4088990779084086
860,69.0,23.96530468,4.49419079,Micro,244.6548065,0.3983551227308506
861,75.0,20.35778359,6.382532621,Mega,269.0378784,0.37816353896359
862,17.0,10.62493206,5.604877885,Mega,62.50050231,0.5316726860878888
863,45.0,25.54478363,4.020040406,Mega,153.9473267,0.484352834403587
864,22.0,1.631346708,3.584063728,Micro,79.27951356,0.3432842762765307
865,42.0,20.92321366,3.35024021,Mega,154.549281,0.428817613651661
866,68.0,13.86615704,0.040676461,Micro,239.7627292,0.3416162043796088
867,74.0,30.96750738,13.08395694,Mega,266.757198,0.4425427512550196
868,65.0,18.5065161,4.245568702,Mega,234.1596648,0.3747532047287078
869,75.0,19.12302371,1.254935551,Mega,266.5079866,0.3578803039931112
870,24.0,6.155116452,1.258231325,Micro,86.58322079,0.36281103301978473
871,48.0,22.65504441,5.973427536,Mega,168.7785465,0.45401784489238983
872,18.0,12.09442343,0.487387374,Macro,64.20709331,0.4762995679674694
873,52.0,31.47852666,8.214623871,Mega,184.0322232,0.4982450841304622
874,95.0,36.90617957,5.525357936,Macro,335.5569132,0.4095625275468174
875,80.0,27.53148648,8.330084621,Nano,281.6446174,0.4113750590037017
876,72.0,25.93209391,0.237228908,Mega,253.9660258,0.3865450999154864
877,27.0,4.174456912,0.233593939,Mega,90.43207739,0.34731095157251257
878,67.0,21.66430854,4.774567506,Micro,239.8007363,0.3896521649087197
879,17.0,16.6928453,2.12301111,Nano,58.79957954,0.6091175598566193
880,35.0,14.50214433,3.448791566,Mega,125.1620963,0.42305887693892835
881,15.0,13.49819708,2.084050121,Micro,53.99688051,0.56637062941694
882,40.0,15.16117672,1.608331687,Nano,141.6279548,0.40083547409243536
883,40.0,19.51414899,4.048576792,Micro,140.9935076,0.4508202318246319
884,28.0,4.51613662,2.92255466,Nano,100.4237046,0.35289169445756535
885,23.0,6.097325008,1.785855988,Micro,80.63484412,0.3830004427123335
886,66.0,29.203523,7.078862302,Micro,237.9509754,0.42984646366782664
887,35.0,16.58991748,2.529490549,Mega,118.1016505,0.4582442988720128
888,67.0,17.5538255,3.39216147,Mega,237.7424954,0.3699211906648474
889,68.0,23.5828261,4.234526407,Mega,241.230924,0.3972017804276205
890,89.0,19.64677846,2.399579787,Micro,314.8906177,0.35265057770884484
891,85.0,31.6447624,4.33936309,Macro,301.5561908,0.4011992762245755
892,98.0,17.53880402,2.351623952,Nano,342.5758538,0.3441294144473646
893,67.0,22.92648803,5.522947611,Nano,237.9890855,0.40106644151544507
894,75.0,26.07350953,3.421472642,Macro,269.9365727,0.38710939064982797
895,95.0,30.06499774,4.96087232,Mega,341.4376388,0.38081879466183793
896,97.0,37.34694168,3.515729693,Micro,348.2155671,0.3959118557540215
897,34.0,4.444784543,1.415729265,Micro,121.0460117,0.32930051348399775
898,28.0,10.76096294,0.627232382,Micro,98.36075406,0.4004462521502552
899,51.0,20.12090649,3.424064454,Nano,178.5207935,0.4175702420009689
900,41.0,11.21191726,5.767485022,Micro,143.1223978,0.40510362580021003
901,59.0,13.99472911,5.248399204,Micro,212.3489244,0.36846491469207554
902,12.0,14.33248452,0.653011165,Nano,43.05887154,0.62671163269877
903,98.0,34.03836813,3.568004941,Nano,349.2089862,0.3883244086775451
904,93.0,25.64704705,5.12437604,Micro,334.5425852,0.3699721009090833
905,43.0,13.84475165,5.092254231,Mega,156.982317,0.39454766030112803
906,24.0,14.0009677,0.919025298,Nano,87.56752443,0.44445692911088275
907,38.0,6.353393738,2.851748052,Micro,137.7317373,0.3427324937256854
908,95.0,37.81759713,4.893097259,Mega,342.1968478,0.40243121838891466
909,50.0,17.478614,6.264962348,Micro,173.8536921,0.42417032078664724
910,28.0,7.109081754,0.272962785,Macro,105.1633119,0.3364485570085968
911,13.0,4.418317603,0.015489152,Nano,44.87053361,0.38853575726397516
912,80.0,25.7239637,4.586275674,Mega,283.975969,0.38844920491846263
913,21.0,15.22178197,2.481028664,Macro,69.01476779,0.5607902753765102
914,30.0,13.94263904,2.597301175,Macro,106.6131284,0.43653104372275414
915,53.0,19.74143007,1.555014748,Micro,192.110626,0.3867378206242481
916,85.0,29.38321484,5.319155045,Macro,301.0045726,0.39767625073281027
917,11.0,3.634930909,1.388209091,Macro,41.02131018,0.3906052714964746
918,38.0,9.479729844,0.386659582,Mega,131.0365629,0.36529033093251256
919,24.0,5.617401248,3.243773719,Macro,89.24537133,0.3682115327358569
920,72.0,23.59536842,4.882771183,Mega,257.3921996,0.39036979270991085
921,63.0,21.11777814,0.500862283,Macro,223.8704545,0.37798038428961156
922,59.0,18.5906666,1.662433769,Micro,207.7180998,0.3815416203273009
923,13.0,0.095046942,0.111191033,Nano,44.17945113,0.2989226356873484
924,95.0,30.46523325,8.791080421,Mega,339.3760653,0.3955974725333702
925,90.0,25.69788544,4.923816865,Mega,321.7198206,0.3749277930095924
926,55.0,21.8064834,2.570983167,Macro,193.559832,0.4100926609969366
927,91.0,31.17432973,5.100238465,Micro,326.0744717,0.39032362003517124
928,95.0,26.64284202,6.894241261,Macro,339.9021026,0.37815912963699333
929,36.0,4.215084265,2.654877943,Micro,130.2854424,0.3290464492293884
930,21.0,3.108359667,1.361972659,Mega,73.42838169,0.34687312643673224
931,83.0,30.64496663,6.844189108,Micro,286.0981654,0.4211462019322686
932,55.0,18.58636671,2.324645797,Mega,197.7085755,0.38395407136500254
933,55.0,15.24125873,3.849375364,Mega,193.101443,0.38368762523436967
934,99.0,27.61422525,3.848628228,Micro,355.9147304,0.366556487649099
935,21.0,16.05653873,3.539863843,Micro,71.91044065,0.5645411459872621
936,43.0,15.09638769,5.999431004,Mega,155.8180547,0.41135039721427097
937,54.0,14.96723698,0.840083166,Nano,187.656447,0.37199532050183176
938,74.0,19.29015403,4.359484985,Nano,266.9377139,0.36581432270593817
939,53.0,25.04916044,6.471099083,Mega,189.6099951,0.44575846056229346
940,19.0,8.953284733,3.287141653,Nano,69.34213329,0.45052589102425633
941,35.0,15.36414061,8.140868283,Mega,128.073436,0.4568083024882693
942,40.0,13.82530357,4.07349775,Nano,139.680993,0.41450737195145804
943,11.0,7.374947508,3.609159259,Nano,33.98000011,0.6469719451392903
944,29.0,8.714942563,0.956601942,Macro,100.2865105,0.3856106301056312
945,63.0,18.07295181,4.072741693,Mega,221.5396409,0.3843361538237467
946,38.0,12.36743196,2.412970462,Micro,136.7709591,0.38590357755267063
947,68.0,17.74223933,2.756638743,Mega,241.5453801,0.3663861343005666
948,87.0,30.99099652,5.461506605,Micro,307.3440522,0.40167526341022186
949,70.0,19.86645844,1.948666468,Micro,251.2414921,0.36544570779517355
950,94.0,34.4405617,5.361413902,Micro,329.0149287,0.4066744817041489
951,58.0,21.59094563,5.880669368,Nano,208.7403273,0.4094638352998309
952,90.0,29.55800369,3.425633439,Macro,316.8166518,0.3881855212794721
953,44.0,10.0147525,2.056042436,Nano,154.4962302,0.3629266219856282
954,58.0,20.50277946,2.798563099,Nano,203.4127627,0.3996865362814327
955,80.0,36.08842395,6.192077771,Micro,278.3891207,0.4392431048078669
956,38.0,14.81513871,6.190336545,Mega,135.2165181,0.43637771541611675
957,68.0,18.96855432,3.658658469,Macro,238.599751,0.3798294525001411
958,40.0,14.68525338,1.862294023,Micro,140.5312455,0.4023841616276004
959,22.0,5.920985622,4.016223339,Mega,79.15234748,0.4034903572388653
960,77.0,26.93238832,1.123163783,Mega,269.618393,0.38964534627650566
961,60.0,26.00435306,2.260037943,Mega,210.2429543,0.41982092240320085
962,89.0,29.91788025,7.203811959,Mega,322.5219911,0.3910483492268134
963,56.0,20.89599208,2.781968992,Micro,199.5566597,0.3992748785822656
964,46.0,10.35752477,6.720744372,Macro,161.8992231,0.3896144029242102
965,41.0,11.74088996,1.639608836,Mega,144.5657092,0.3761645766270001
966,69.0,23.74410652,5.035551434,Nano,244.3754776,0.4001205804865913
967,36.0,19.22949803,3.440342386,Micro,130.5551089,0.4493875491378798
968,38.0,12.93873682,0.763284304,Macro,134.9158375,0.38321684156613567
969,22.0,11.58937865,1.27196986,Macro,75.26994095,0.463151001183295
970,13.0,4.217292404,0.15064496,Nano,46.75765774,0.3714458380395339
971,32.0,7.070616403,2.235482268,Nano,109.9416385,0.37570932391552453
972,83.0,24.74086407,5.191617123,Macro,289.1890889,0.3905143227310745
973,15.0,3.49629277,3.055316636,Mega,49.06284815,0.4392653549200853
974,26.0,6.632048133,1.415371282,Macro,95.14128996,0.35786165427559863
975,68.0,30.72403855,7.606630452,Micro,237.6481109,0.4474290521364292
976,99.0,31.83537627,7.836499255,Mega,354.7366744,0.3909149674460612
977,74.0,17.41828715,0.483527663,Micro,263.548753,0.34870897231298986
978,40.0,22.15892791,1.900721502,Mega,138.1138112,0.46381783874775884
979,48.0,13.25588319,0.879221889,Mega,174.4335283,0.3562107909216671
980,24.0,7.565568515,3.761234624,Nano,84.80007397,0.41658929627228486
981,21.0,8.648684909,6.921289406,Nano,73.54132977,0.49727105056941906
982,93.0,21.69683624,2.925124833,Nano,330.5522981,0.35583464930991504
983,50.0,16.96804126,3.494945946,Mega,178.1287616,0.3955733289395979
984,30.0,10.30888202,1.221518819,Macro,106.4715349,0.3900610701067295
985,18.0,11.9832318,1.622753899,Macro,60.98689674,0.518242235438589
986,61.0,21.37665498,5.541438341,Micro,214.2909215,0.41027446569172554
987,57.0,24.12221974,5.012811682,Macro,205.3616835,0.419430878993549
988,89.0,25.7685786,4.213173006,Nano,320.4051437,0.3713478199257761
989,97.0,27.51449463,5.63036929,Mega,347.7660195,0.37423111121413055
990,98.0,31.34901485,7.63837211,Micro,350.5680637,0.39075831812571354
991,52.0,10.65220223,0.81995501,Macro,184.1597004,0.3446582346850951
992,50.0,16.66951578,4.302800082,Macro,177.7978825,0.39917413449510575
993,87.0,30.20364198,9.267802669,Micro,305.6362173,0.4137973102999793
994,96.0,36.92625445,8.933148973,Micro,336.436557,0.42165276178058136
995,83.0,32.19193052,4.530124006,Macro,293.065592,0.4085162427597437
996,29.0,12.05821148,2.638573422,Nano,101.255978,0.4315477047883533
997,74.0,20.42705084,6.319060522,Macro,261.9314465,0.3846277822239263
998,75.0,22.3029843,5.177042419,Macro,268.7675389,0.3812961458754497
999,72.0,25.9071224,4.715780067,Micro,260.1696705,0.39444606386969305
1000,13.0,1.825468861,1.445952711,Macro,49.09088568,0.33145504194130077
1001,42.0,12.97234194,4.980146826,Mega,148.9565486,0.40248306858259203
1002,12.0,7.759455368,3.181063753,Mega,44.33881055,0.5173913967568082
1003,71.0,23.35785141,4.385036868,Macro,250.3608641,0.3944022506591117
1004,89.0,40.0286937,8.219310183,Micro,313.914923,0.43721401509478414
1005,40.0,13.94665782,2.117291138,Macro,138.0239566,0.40618998570281534
1006,88.0,34.49346538,5.891364406,Nano,311.6825535,0.41190893857971433
1007,47.0,8.321261321,2.224663337,Mega,164.7158591,0.3493648090258481
1008,86.0,31.98979236,4.802363644,Mega,303.3188357,0.40482865404853585
1009,10.0,9.848337664,3.852180825,Micro,36.57490709,0.6479994174880622
1010,60.0,27.28676842,4.912130766,Mega,216.626332,0.4256126129024795
1011,69.0,18.07400354,7.33292569,Mega,249.0581027,0.3790558436226295
1012,88.0,25.62127221,4.608967452,Mega,312.5595409,0.3782646958130338
1013,88.0,24.87143894,3.514416989,Mega,313.0012579,0.37183830093802317
1014,70.0,23.98839121,3.972950181,Micro,249.6839655,0.3923413391598028
1015,54.0,19.40177699,3.531377136,Mega,196.8309025,0.3908591239935
1016,13.0,1.68598522,1.511993819,Nano,49.08014383,0.3300312055951854
1017,68.0,29.43517599,3.224934232,Micro,240.1918751,0.4190820783596106
1018,100.0,28.18902322,7.08946877,Macro,351.0759614,0.3853254191786427
1019,99.0,29.46090412,3.652058045,Nano,352.6886614,0.3745880620051031
1020,36.0,9.430653096,1.800419039,Mega,126.6813489,0.37283366924268674
1021,91.0,25.72782083,1.843733021,Micro,323.9925226,0.3659700319608549
1022,76.0,26.11945389,2.807858549,Micro,274.1270839,0.3827688637919371
1023,62.0,22.51118185,5.611983098,Macro,217.5702553,0.41422557887672795
1024,10.0,2.60914311,2.819618562,Micro,38.76776157,0.39797917256949333
1025,15.0,3.290238601,2.496801639,Macro,54.25755446,0.3831178984545777
1026,86.0,24.31804069,4.732207886,Mega,301.588153,0.38148132621111286
1027,74.0,22.33691421,3.305106634,Nano,260.4652558,0.38255398224978915
1028,56.0,18.73208697,5.045613626,Macro,195.7680131,0.40751141789056655
1029,58.0,13.0236864,2.801238068,Mega,202.8761601,0.36389157026439606
1030,64.0,17.73913594,7.069535685,Mega,229.3025507,0.38729910048488614
1031,15.0,4.49022906,3.840346443,Macro,56.72556568,0.4112885472947478
1032,15.0,0.987432188,1.921882034,Nano,50.35337311,0.3556725819117622
1033,45.0,19.26995186,2.34568982,Micro,154.8236528,0.430267859433943
1034,80.0,32.87300062,3.930685527,Macro,286.1047156,0.4082550191528545
1035,35.0,16.29976047,0.058387425,Macro,124.0293839,0.4140804886720073
1036,71.0,18.53215998,2.698179495,Nano,246.8109839,0.3736881479811645
1037,80.0,21.82701759,1.183157336,Macro,284.2934679,0.3623374665865828
1038,38.0,2.589298485,4.232246203,Macro,138.1027677,0.32455211024709973
1039,32.0,17.63131395,5.079566756,Micro,114.6591031,0.47716124779280605
1040,43.0,14.86636304,1.188064861,Micro,151.7736207,0.38909546750372803
1041,98.0,28.93749129,5.478686281,Mega,341.5305096,0.3877140514505881
1042,40.0,7.646082707,2.037287337,Micro,141.5940632,0.3508859688122856
1043,85.0,19.84397609,1.989410201,Nano,302.8650743,0.35274250931019285
1044,44.0,15.99054487,2.975989378,Mega,157.3036932,0.4002864329952045
1045,20.0,7.92425546,1.392122965,Mega,72.9067845,0.40210768621951776
1046,98.0,32.21629028,5.011827563,Mega,346.2070486,0.3905989736195105
1047,77.0,27.14371231,5.714889719,Macro,271.3634202,0.40483939194174406
1048,77.0,24.18854494,5.133802599,Micro,280.5497002,0.37897865320549
1049,90.0,26.32104188,4.477032317,Mega,325.7829853,0.37079307283577767
1050,38.0,8.781974568,3.023611644,Nano,131.7340053,0.3780769141466315
1051,61.0,19.56867636,4.721144433,Micro,214.0505181,0.3984565024652468
1052,100.0,31.63231852,6.437839912,Mega,351.8656104,0.39239458006436656
1053,66.0,23.34851007,1.951877827,Nano,235.1678552,0.3882349814321052
1054,79.0,20.47557359,4.375098213,Nano,276.5465088,0.3755269674299356
1055,85.0,30.20696161,8.387590266,Macro,297.8406918,0.4149686569993389
1056,31.0,0.417441168,1.904980213,Macro,111.3940251,0.29914011412269187
1057,58.0,22.86918182,6.281662732,Nano,208.923077,0.4171432175106247
1058,21.0,15.77276268,1.943856468,Nano,70.43434129,0.5496838394298554
1059,91.0,34.15101221,7.847444243,Micro,329.7585643,0.4033207044533461
1060,27.0,2.400931141,1.783291031,Nano,95.82210034,0.32543872510987376
1061,30.0,10.89003569,3.371902326,Mega,104.4081903,0.4239316655984602
1062,79.0,21.04641738,4.585300693,Micro,279.0002133,0.3750237924029573
1063,80.0,29.63068625,7.527312834,Nano,285.7209185,0.4100434777371752
1064,39.0,16.53246746,1.140112518,Mega,135.1027922,0.41947748862291834
1065,36.0,11.33544306,0.147556766,Micro,134.9564752,0.35183935973158853
1066,51.0,20.08311019,3.352908382,Macro,183.5747596,0.4054806811905529
1067,23.0,12.66874316,2.059276863,Macro,82.44643572,0.4576064410004309
1068,32.0,11.59153516,1.284588077,Macro,115.6143077,0.3881537166960868
1069,30.0,15.5239034,2.819391995,Macro,104.0397523,0.4646617694321442
1070,62.0,24.48263709,3.48394074,Macro,222.8035563,0.40379327567313156
1071,81.0,36.12313135,4.584246415,Mega,289.653414,0.42018278356974587
1072,56.0,23.96574055,6.276644732,Micro,197.9449499,0.4356887373260538
1073,92.0,37.09719741,5.853243068,Micro,325.2583679,0.41490228629410775
1074,13.0,2.528946519,1.071299959,Mega,44.47479316,0.37325067298862735
1075,84.0,23.49099467,6.384877693,Macro,300.4119733,0.3790656913973275
1076,85.0,28.16013453,5.626379201,Micro,303.1471178,0.3918444436914254
1077,75.0,19.53226006,3.961231768,Micro,268.4892435,0.3668433436812898
1078,41.0,11.40108428,5.818696764,Nano,145.4168513,0.40036474812599665
1079,71.0,25.76614235,4.75250808,Macro,256.2236007,0.39621116147244895
1080,28.0,10.37265122,2.055377225,Macro,97.55871052,0.41439691268481926
1081,46.0,10.17876113,0.774718817,Micro,162.0752637,0.35140143317872635
1082,34.0,6.508500471,0.278443512,Macro,121.0297707,0.33699926676800684
1083,27.0,7.772636971,0.026536086,Micro,91.73914461,0.37932742020800053
1084,30.0,13.41725958,6.440215299,Micro,102.6531694,0.4856886072822999
1085,95.0,33.33366031,6.90988426,Micro,343.089786,0.3941928617192935
1086,34.0,13.97282035,1.019281898,Mega,122.689542,0.39931767165615467
1087,20.0,1.969917453,0.236860685,Nano,72.1769941,0.30767114112888777
1088,86.0,26.940963,6.458130779,Macro,306.4351806,0.3896389883994931
1089,38.0,7.154535323,0.92859048,Nano,134.7922876,0.34188251140712883
1090,66.0,18.14144822,6.39581212,Macro,240.2914041,0.37678110325711817
1091,25.0,5.573783213,0.880543705,Nano,85.23426956,0.3690338062421943
1092,44.0,16.08347915,1.731768931,Macro,152.1679478,0.40623041169120633
1093,61.0,10.3847837,2.257493687,Nano,223.6785915,0.32923256934492995
1094,69.0,34.17860922,5.927940808,Nano,240.0350217,0.45454429630840826
1095,76.0,31.57443225,5.668187006,Mega,273.0425221,0.41474352926803704
1096,89.0,30.98092574,4.599569215,Nano,318.0452073,0.39170687718456304
1097,11.0,1.877361105,1.31866338,Micro,36.9718167,0.38396881062650084
1098,88.0,26.8080032,5.01968692,Nano,314.6571263,0.38081988330928196
1099,27.0,5.176451181,3.561284656,Nano,100.1458568,0.35685685837579245
1100,65.0,20.46492633,4.853305007,Micro,230.5179505,0.3918056322342671
1101,48.0,21.5039439,4.735400459,Mega,168.0564913,0.4417523166449685
1102,48.0,7.639383814,0.025406846,Mega,171.0015671,0.3255221083877424
1103,46.0,15.49815546,0.169996911,Macro,166.9833119,0.3693072778909232
1104,10.0,2.197709315,1.486695536,Mega,31.40226244,0.43577767293508424
1105,66.0,16.3660306,1.939179561,Macro,235.0669849,0.3586433466905799
1106,42.0,16.58242049,2.233249823,Nano,149.8920675,0.4057297449246272
1107,71.0,24.04424273,3.088346775,Mega,247.7805991,0.3960463000793512
1108,51.0,24.64687638,6.444050052,Micro,189.4984681,0.4332010029161813
1109,81.0,32.00621358,5.572236777,Nano,287.9609379,0.41178658196403944
1110,10.0,5.139773121,4.751055878,Nano,38.051637,0.5227325436485164
1111,21.0,9.687797959,3.394478002,Nano,78.44892035,0.4344518166590677
1112,83.0,20.72620775,4.608829289,Nano,292.3664313,0.3705454027580765
1113,96.0,27.15106798,3.544254764,Macro,337.9430533,0.37490139686797935
1114,83.0,24.57464264,6.190653254,Macro,293.2635124,0.3879285730535361
1115,84.0,27.81758246,6.171058415,Micro,298.3224774,0.3955070429265616
1116,56.0,11.87274594,2.349050432,Nano,201.742012,0.34807720848942464
1117,82.0,25.51805538,2.738878738,Mega,288.5305831,0.3821325730305225
1118,45.0,17.94359103,0.169790571,Macro,158.7647386,0.39752770141240923
1119,21.0,6.397648245,0.151215719,Nano,70.77050774,0.38927040152389897
1120,45.0,10.84335506,1.303214039,Micro,156.8679569,0.364297274142671
1121,18.0,5.104034315,2.428498516,Micro,60.2661565,0.4236628700720279
1122,42.0,8.898194437,2.816417418,Macro,144.07533,0.37282310479524844
1123,36.0,5.363569955,0.89945807,Mega,127.6646972,0.3310471019156579
1124,38.0,19.20198497,2.827452097,Mega,131.7523427,0.45562329926600986
1125,55.0,19.7220372,4.378775534,Micro,195.5614761,0.40448054653438975
1126,61.0,20.91410383,1.168951922,Micro,221.3886753,0.37528141689910555
1127,67.0,18.89763578,4.219195092,Micro,242.9308757,0.370956678982572
1128,96.0,33.9560652,7.22447439,Mega,344.2504657,0.3984904982221496
1129,74.0,25.36070505,3.636620364,Micro,260.1040896,0.39598502881055814
1130,54.0,24.82051231,3.394682094,Micro,191.0424682,0.43035035706265024
1131,64.0,16.07763967,2.392235948,Mega,224.5155382,0.3673236885036227
1132,37.0,15.40876685,1.935104705,Macro,133.6114088,0.4067307727916121
1133,55.0,20.83503638,3.654609898,Mega,199.5215959,0.3984012152641367
1134,28.0,8.907131624,3.91181952,Nano,101.3116574,0.4029047810642174
1135,58.0,20.92488055,6.059807429,Micro,207.3106406,0.4099388614739537
1136,44.0,8.447034198,1.086840262,Mega,164.238952,0.3259511450121771
1137,74.0,23.42012989,2.281383027,Nano,262.5986449,0.3796726100965497
1138,49.0,15.61022141,3.431273747,Mega,175.9628547,0.38668101442775693
1139,17.0,1.61910271,2.938538282,Macro,57.90089101,0.3723196761907654
1140,92.0,27.07432784,7.76501425,Micro,326.6822053,0.38826523156815484
1141,45.0,12.22453623,6.078835059,Nano,159.171002,0.3977066833379613
1142,40.0,20.13539246,4.956791317,Micro,142.7437996,0.4560070837360561
1143,49.0,13.85687212,0.150053364,Nano,173.7564969,0.36261622792879866
1144,89.0,34.72354863,6.137642552,Macro,315.2344468,0.41195114461710536
1145,67.0,28.63117245,9.072549075,Mega,238.4197656,0.4391570525266887
1146,40.0,18.81042973,0.847597289,Macro,139.8707439,0.4265225547213236
1147,88.0,20.58313089,3.181661603,Macro,312.2713228,0.35790924216432723
1148,14.0,6.082044887,1.15443211,Nano,49.04490098,0.43300071103538396
1149,42.0,6.180146182,1.886427524,Micro,145.2658074,0.34465490952139916
1150,38.0,12.90576954,0.090806236,Micro,136.2445207,0.37430184725219556
1151,56.0,12.97856308,1.005704299,Macro,204.3764128,0.34242829894213705
1152,55.0,15.76697775,3.123576476,Nano,197.7312739,0.3736917927478138
1153,84.0,27.6452302,5.916649652,Nano,300.9241889,0.3906694250194256
1154,85.0,30.35464777,7.753122794,Micro,305.6120608,0.4028236655377444
1155,67.0,25.58280593,4.020770888,Macro,238.6030704,0.4048714740177124
1156,17.0,7.197847026,1.394325609,Nano,59.49515943,0.4301555434120802
1157,22.0,15.12646596,3.792188111,Nano,86.80395604,0.4713915809567981
1158,10.0,5.040121601,0.704360749,Mega,36.86056147,0.4271362595172102
1159,96.0,27.25291238,3.938099223,Nano,341.9124151,0.37199881018008696
1160,39.0,14.37856572,0.241241209,Macro,141.1120057,0.37998047482220715
1161,64.0,22.81691505,6.280742013,Micro,226.5901704,0.4108636173345673
1162,60.0,13.09853245,5.210825936,Micro,215.5833592,0.36324398449210177
1163,55.0,12.37094913,0.918581511,Micro,194.6287816,0.35087066814890855
1164,57.0,23.74241823,2.585252416,Micro,206.4798298,0.40356324744510225
1165,56.0,11.22170396,1.626544308,Macro,200.347425,0.34364428825576376
1166,45.0,14.17801327,3.769634351,Mega,158.5393851,0.39704738088453706
1167,12.0,6.636054358,0.838317446,Micro,43.42825766,0.4484262748108601
1168,20.0,0.34573089,0.787325148,Micro,71.31864882,0.29631879441991926
1169,92.0,26.86626542,5.435402212,Micro,328.4437938,0.37845643601258394
1170,22.0,4.477489767,1.52846934,Nano,71.64559408,0.3908957622115373
1171,70.0,22.85824494,6.146319119,Macro,248.0506236,0.3991304783762696
1172,58.0,16.77650201,0.471002112,Nano,210.880927,0.35682460805002053
1173,46.0,15.50255633,4.69488484,Macro,161.7826384,0.4091751860686678
1174,43.0,15.51307679,1.626380158,Mega,155.0412374,0.3878932983025844
1175,63.0,22.17656835,7.68073193,Macro,223.4236503,0.41561088163816473
1176,47.0,9.961821714,4.068030765,Macro,164.214738,0.3716466208958662
1177,65.0,22.06340243,3.577571811,Micro,229.2522388,0.39537661536241453
1178,49.0,8.208255183,4.305739085,Mega,172.960982,0.3556524341888854
1179,15.0,8.592102996,4.880310779,Mega,54.88491943,0.5187657023221761
1180,27.0,9.406938289,4.527243502,Micro,96.75122632,0.42308695556593945
1181,86.0,20.66269354,2.867545084,Macro,312.4340082,0.3505707949497157
1182,98.0,34.22011288,4.474838371,Mega,350.7275252,0.3897468588273778
1183,24.0,5.117508649,2.209701443,Mega,83.75148225,0.3740496197844905
1184,13.0,4.782495242,1.413944986,Micro,46.90197979,0.4092884844936308
1185,16.0,2.075971434,1.435038997,Micro,52.4151192,0.37224012324672917
1186,23.0,12.05716495,1.448221333,Mega,84.12020878,0.4339669006109188
1187,43.0,14.74315816,5.086102811,Micro,152.6018822,0.4117200919491673
1188,71.0,26.23145593,3.893304561,Nano,252.8537271,0.39993383388415155
1189,18.0,1.056114844,0.748769308,Micro,62.49807961,0.31688788320515243
1190,95.0,35.16812138,6.795153993,Mega,345.0030328,0.39699151123810056
1191,74.0,28.1170026,5.894168882,Micro,260.1810487,0.41513850459777935
1192,85.0,32.27082677,1.256186655,Nano,300.0486748,0.39502595205263
1193,27.0,8.643650064,3.579154088,Mega,99.479876,0.3942787800821143
1194,24.0,0.848264479,1.592571775,Nano,83.77156783,0.31563019457457375
1195,64.0,14.60464647,1.769477138,Nano,220.304746,0.3648315575008085
1196,40.0,10.48745064,2.202956943,Micro,142.6127026,0.3694650379832294
1197,63.0,17.9879371,3.817063176,Micro,222.9096238,0.38044566596231455
1198,36.0,17.03355173,4.427632709,Macro,130.9960832,0.43864811096122913
1199,24.0,0.894522052,1.024989237,Micro,85.81164773,0.3020512013771583
1200,80.0,25.70476151,2.284896577,Mega,281.5414585,0.38356574076993355
1201,39.0,17.29712291,2.14164632,Nano,135.3643958,0.4317144762079305
1202,14.0,3.443825411,0.082932606,Mega,52.3609775,0.33472938920974116
1203,75.0,32.4386176,4.859321808,Micro,269.5336088,0.41663798406427155
1204,37.0,6.128436597,1.455540155,Mega,130.2172702,0.34238144205852045
1205,38.0,17.84312218,2.009779488,Micro,130.3708814,0.44375631311793834
1206,12.0,6.233073586,3.695362555,Macro,45.07483438,0.4864895554830877
1207,80.0,26.19652482,5.181134485,Mega,286.7701102,0.3883865693928935
1208,91.0,24.92555148,4.999090743,Mega,322.3014359,0.37519113709601687
1209,27.0,14.94411052,1.452690809,Nano,98.6526218,0.43989506347818114
1210,75.0,23.68041523,3.618129755,Micro,266.3690338,0.3840481888063972
1211,41.0,19.96957206,4.491042639,Nano,148.2586363,0.4415298584464317
1212,20.0,6.870163575,5.127572518,Nano,69.69781948,0.4590923551371911
1213,11.0,11.85393949,3.008452988,Macro,37.70652904,0.6858863209224204
1214,67.0,18.14052759,1.952495587,Mega,239.1708881,0.3641455858983366
1215,82.0,31.18586055,7.488026788,Mega,291.314666,0.41423897050895475
1216,46.0,14.39237842,1.240397092,Micro,162.9001448,0.3783469657910335
1217,67.0,15.96230199,4.823873221,Mega,235.9387612,0.37207186629493927
1218,21.0,8.228726375,1.59572773,Mega,72.91644672,0.4227366457305066
1219,48.0,15.83963977,5.286098271,Mega,170.4486331,0.4055517300654728
1220,36.0,8.338703112,1.45363758,Mega,133.2701918,0.3436052734186881
1221,95.0,26.72353586,3.600530083,Mega,333.9225156,0.3753088219218003
1222,73.0,23.51262647,5.371989647,Micro,265.8966362,0.38317376847281837
1223,64.0,10.70299962,2.756141184,Macro,231.7348707,0.3342575960623435
1224,25.0,7.100091534,1.5936932,Macro,89.81015562,0.37516675593530163
1225,42.0,6.409452082,3.61896382,Mega,144.0515004,0.3611792710074403
1226,47.0,17.54913506,3.5932496,Nano,166.1240988,0.4101896422748269
1227,81.0,27.01392648,4.050401703,Macro,284.7887164,0.3934998886177781
